# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	3	1352	+	GCF_964030635_00001	dnaA	(5' truncated) chromosomal replication initiator protein DnaA	GO:0003677, GO:0003688, GO:0005524, GO:0005737, GO:0005886, GO:0006270, GO:0006275, GO:0016887, KEGG:K02313, SO:0001217, UniRef:UniRef50_P34028, UniRef:UniRef90_P34028
contig_1	cds	504748	505227	+	GCF_964030635_00643		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001F4D4B13, UniRef:UniRef90_UPI0030CBAB93
contig_1	cds	505422	505808	-	GCF_964030635_00644		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00313D9097
contig_1	cds	506018	506968	-	GCF_964030635_00645		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0030D2B8B1, UniRef:UniRef90_UPI00313E6C49
contig_1	cds	507506	509005	-	GCF_964030635_00646		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A0H3XJ03, UniRef:UniRef90_UPI0030CF515F
contig_1	cds	509900	510139	-	GCF_964030635_00647		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2S8NQ29
contig_1	cds	510282	510830	-	GCF_964030635_00648		hypothetical protein	
contig_1	cds	510837	511178	-	GCF_964030635_00649		Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2S8NSX3
contig_1	cds	511288	511557	-	GCF_964030635_00650		hypothetical protein	
contig_1	cds	511826	512218	-	GCF_964030635_00651		hypothetical protein	
contig_1	cds	512224	512436	-	GCF_964030635_00652		hypothetical protein	
contig_1	cds	512443	512742	-	GCF_964030635_00653		hypothetical protein	
contig_1	cds	512929	514566	+	GCF_964030635_00654		prolipoprotein diacylglyceryl transferase	SO:0001217, UniRef:UniRef50_R4U3E6, UniRef:UniRef90_UPI0030D1C4A3
contig_1	cds	514557	514808	+	GCF_964030635_00655		hypothetical protein	
contig_1	cds	515007	515270	+	GCF_964030635_00656		hypothetical protein	PFAM:PF00210.30
contig_1	cds	515414	515533	+	GCF_964030635_00657		hypothetical protein	
contig_1	cds	515710	515853	+	GCF_964030635_00658		hypothetical protein	
contig_1	cds	516265	516597	+	GCF_964030635_00659		hypothetical protein	PFAM:PF00665.32
contig_1	cds	516883	517833	-	GCF_964030635_00660		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0030D2B8B1, UniRef:UniRef90_UPI00313E6C49
contig_1	cds	517987	518241	+	GCF_964030635_00661		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0032B16722
contig_1	cds	518406	518594	-	GCF_964030635_00662		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0ZVM2
contig_1	cds	518689	519192	-	GCF_964030635_00663		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2R6Y5Q2
contig_1	cds	519435	519815	-	GCF_964030635_00664	nusB	transcription antitermination factor NusB	SO:0001217, UniRef:UniRef50_W0GPE5, UniRef:UniRef90_UPI0030CE3A69
contig_1	cds	520290	521240	+	GCF_964030635_00665		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0030D2B8B1, UniRef:UniRef90_UPI00313E6C49
contig_1	cds	521362	521781	-	GCF_964030635_00666	ruvX	Holliday junction resolvase RuvX	EC:3.1.21.10, GO:0006364, SO:0001217, UniRef:UniRef50_Q14MG2, UniRef:UniRef90_UPI0030D56042
contig_1	cds	521774	524530	-	GCF_964030635_00667	alaS	alanine--tRNA ligase	EC:6.1.1.7, GO:0000166, GO:0004813, GO:0005737, GO:0006419, SO:0001217, UniRef:UniRef50_Q6F0K3, UniRef:UniRef90_UPI0030D2CC87
contig_1	cds	524720	525670	-	GCF_964030635_00668		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0030D2B8B1, UniRef:UniRef90_UPI00313E6C49
contig_1	cds	525911	526111	-	GCF_964030635_00669		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2K8NYQ1, UniRef:UniRef90_UPI0030CAC077
contig_1	cds	526245	526544	+	GCF_964030635_00670		hypothetical protein	PFAM:PF13384.12, PFAM:PF13518.12
contig_1	cds	526563	527354	+	GCF_964030635_00671		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9W5PXP5
contig_1	cds	527613	528947	-	GCF_964030635_00672		DEAD/DEAH box helicase	SO:0001217, UniRef:UniRef50_A0A2P6FDE4, UniRef:UniRef90_UPI0030D28A10
contig_1	cds	529284	529547	+	GCF_964030635_00673		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	529808	529960	+	GCF_964030635_00674		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030CCC9A4, UniRef:UniRef90_UPI0030CCB556
contig_1	cds	529957	530907	-	GCF_964030635_00675		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0030D2B8B1, UniRef:UniRef90_UPI00313E6C49
contig_1	cds	531209	533458	+	GCF_964030635_00676	spoT	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	EC:3.1.7.2, GO:0005886, GO:0008893, GO:0015970, SO:0001217, UniRef:UniRef50_O34098, UniRef:UniRef90_O34098
contig_1	cds	534214	534516	-	GCF_964030635_00677		integrase core domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0030D1AB8C, UniRef:UniRef90_UPI0030D1AB8C
contig_1	cds	534536	534751	-	GCF_964030635_00678		transposase	SO:0001217, UniRef:UniRef50_UPI0035C8E137, UniRef:UniRef90_UPI0035C8E137
contig_1	cds	535172	535486	-	GCF_964030635_00679		helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0030D26DCA, UniRef:UniRef90_UPI0030D26DCA
contig_1	cds	535544	535792	+	GCF_964030635_00680		hypothetical protein	
contig_1	cds	535807	536142	+	GCF_964030635_00681		Transposase family protein	SO:0001217, UniRef:UniRef50_A0A3S0SEN2
contig_1	tRNA	536816	536891	+	GCF_964030635_00682		tRNA-Xxx	
contig_1	tRNA	536973	537049	+	GCF_964030635_00683	trnW	tRNA-Trp(cca)	SO:0000271
contig_1	tRNA	537060	537152	+	GCF_964030635_00684	trnS	tRNA-Ser(cga)	SO:0000269
contig_1	cds	537645	537803	+	GCF_964030635_00685		helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_UPI00313A9851
contig_1	cds	538096	538365	-	GCF_964030635_00686		hypothetical protein	
contig_1	cds	538414	539550	-	GCF_964030635_00687		hypothetical protein	
contig_1	cds	539705	540745	+	GCF_964030635_00688	mreB	Cell shape-determining protein MreB	SO:0001217, UniRef:UniRef50_S5LXM4, UniRef:UniRef90_A0A0H3XI00
contig_1	cds	540925	542169	+	GCF_964030635_00689		replication-associated recombination protein A	KEGG:K07478, SO:0001217, UniRef:UniRef50_W0GLR2, UniRef:UniRef90_UPI0030CF88AA
contig_1	cds	542343	542462	-	GCF_964030635_00690		hypothetical protein	
contig_1	cds	542478	543320	-	GCF_964030635_00691	degV	DegV family protein	SO:0001217, UniRef:UniRef50_W0GMM1, UniRef:UniRef90_A0A0K2JI99
contig_1	cds	543643	544398	+	GCF_964030635_00692		hypothetical protein	
contig_1	cds	544453	544926	+	GCF_964030635_00693		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAJ4JZ43
contig_1	cds	545023	545229	-	GCF_964030635_00694		hypothetical protein	PFAM:PF04218.19, PFAM:PF13518.12
contig_1	cds	545347	545616	-	GCF_964030635_00695		hypothetical protein	
contig_1	cds	545932	546801	-	GCF_964030635_00696		hypothetical protein	
contig_1	cds	546961	550008	+	GCF_964030635_00697		DNA polymerase III subunit alpha	EC:2.7.7.7, KEGG:K02337, SO:0001217, UniRef:UniRef50_R4UMC4, UniRef:UniRef90_UPI0030D57F90
contig_1	cds	550477	550923	-	GCF_964030635_00698		hypothetical protein	
contig_1	cds	550927	551604	-	GCF_964030635_00699		ETX/MTX2 family pore-forming toxin	SO:0001217, UniRef:UniRef50_UPI00313D89E2
contig_1	cds	551659	551901	-	GCF_964030635_00700		helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0030D5314C, UniRef:UniRef90_UPI00313E275A
contig_1	cds	551991	552686	-	GCF_964030635_00701		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI00313C71C8, UniRef:UniRef90_UPI0035C93A52
contig_1	cds	553038	553340	+	GCF_964030635_00702		Spiroplasmavirus-related protein	RefSeq:WP_338955110.1, SO:0001217, UniParc:UPI0030CD4968, UniRef:UniRef100_UPI0030CD4968, UniRef:UniRef50_A0A0K2JH96, UniRef:UniRef90_A0A0K2JHZ8
contig_1	cds	553646	553798	+	GCF_964030635_00703		Spiroplasmavirus-related protein	RefSeq:WP_215825551.1, SO:0001217, UniParc:UPI001C04DF79, UniRef:UniRef100_UPI00313D71F5, UniRef:UniRef50_A0A0K2JJT1, UniRef:UniRef90_UPI00313D71F5
contig_1	cds	553877	553993	+	GCF_964030635_00704		Plectrovirus-related protein	SO:0001217, UniRef:UniRef50_Q14NA2
contig_1	cds	554113	554433	+	GCF_964030635_00705		Spiroplasmavirus-related protein	RefSeq:WP_338955114.1, SO:0001217, UniParc:UPI0030CAFCFD, UniRef:UniRef100_UPI0030CAFCFD, UniRef:UniRef50_A0A0K2JF65, UniRef:UniRef90_UPI0030CAFCFD
contig_1	cds	554577	554747	+	GCF_964030635_00706		Spiroplasmavirus-related protein	RefSeq:WP_338955115.1, SO:0001217, UniParc:UPI0030CCEA7B, UniRef:UniRef100_UPI0030CCEA7B, UniRef:UniRef50_A0A0K2JJE3, UniRef:UniRef90_UPI0030CCEA7B
contig_1	cds	554760	555008	+	GCF_964030635_00707		Zinc ribbon domain-containing protein	RefSeq:WP_338955117.1, SO:0001217, UniParc:UPI0030D41265, UniRef:UniRef100_UPI0030D41265, UniRef:UniRef50_A0A2S8NUU5, UniRef:UniRef90_UPI0030D41265
contig_1	cds	555024	555491	+	GCF_964030635_00708		Spiroplasmavirus-related protein	RefSeq:WP_338955119.1, SO:0001217, UniParc:UPI0030D04138, UniRef:UniRef100_UPI0030D04138, UniRef:UniRef50_A0A0K2JIU8, UniRef:UniRef90_UPI0032B21BEE
contig_1	cds	555475	556011	+	GCF_964030635_00709		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A0K2JJT6, UniRef:UniRef90_UPI0030D5040C
contig_1	cds	556280	556405	-	GCF_964030635_00710		hypothetical protein	
contig_1	cds	557276	558535	+	GCF_964030635_00711		DNA (cytosine-5-)-methyltransferase	EC:2.1.1.37, KEGG:K00558, RefSeq:WP_338955125.1, SO:0001217, UniParc:UPI0030CEB2AC, UniRef:UniRef100_UPI0030CEB2AC, UniRef:UniRef50_A0A0K2JIY9, UniRef:UniRef90_UPI00313B924E
contig_1	cds	558859	559149	+	GCF_964030635_00712		Mbov_0395 family pilin-like conjugal transfer protein	RefSeq:WP_338955126.1, SO:0001217, UniParc:UPI0030CF1988, UniRef:UniRef100_UPI0030CF1988, UniRef:UniRef50_A0A0K2JJU1, UniRef:UniRef90_UPI0030CF1988
contig_1	cds	559181	560833	+	GCF_964030635_00713		Mbov_0396 family ICE element transmembrane protein	SO:0001217, UniRef:UniRef50_A0A2S8NUN9, UniRef:UniRef90_A0AAJ4EIY4
contig_1	cds	560898	561608	+	GCF_964030635_00714		hypothetical protein	RefSeq:WP_338955164.1, SO:0001217, UniParc:UPI0030CBFD71, UniRef:UniRef100_UPI0030CBFD71, UniRef:UniRef50_A0AAJ4EIM2, UniRef:UniRef90_UPI0030CBFD71
contig_1	cds	561611	563722	+	GCF_964030635_00715		PQQ-binding-like beta-propeller repeat protein	SO:0001217, UniRef:UniRef50_UPI00313F2085, UniRef:UniRef90_UPI0030CD4B03
contig_1	cds	563956	565173	+	GCF_964030635_00716		hypothetical protein	PFAM:PF00665.32, PFAM:PF13276.12, PFAM:PF13384.12, PFAM:PF13518.12, PFAM:PF13683.12
contig_1	cds	565257	566234	+	GCF_964030635_00717		Spiroplasmavirus-related protein	RefSeq:WP_338955134.1, SO:0001217, UniParc:UPI0030D3536A, UniRef:UniRef100_UPI0030D3536A, UniRef:UniRef50_A0A0K2JJU4, UniRef:UniRef90_UPI0030D3536A
contig_1	cds	566235	566465	+	GCF_964030635_00718		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JJB8, UniRef:UniRef90_A0A0K2JJB8
contig_1	cds	566919	567575	-	GCF_964030635_00719		transposase	SO:0001217, UniRef:UniRef50_UPI00313D3AE9, UniRef:UniRef90_UPI0030D23EC2
contig_1	cds	567554	567733	-	GCF_964030635_00720		hypothetical protein	RefSeq:WP_338955141.1, SO:0001217, UniParc:UPI0030CFCAF9, UniRef:UniRef100_UPI0030CFCAF9, UniRef:UniRef50_UPI00313E00D2, UniRef:UniRef90_UPI0030CFCAF9
contig_1	cds	568066	571524	+	GCF_964030635_00721		Mbov_0399 family ICE element protein	RefSeq:WP_338955143.1, SO:0001217, UniParc:UPI0030D2311E, UniRef:UniRef100_UPI0030D2311E, UniRef:UniRef50_A0AAJ4EKL6, UniRef:UniRef90_UPI0030D2311E
contig_1	cds	571695	574358	+	GCF_964030635_00722		Mbov_0397 family ICE element conjugal transfer ATPase	KEGG:K12063, SO:0001217, UniRef:UniRef50_A0A0K2JIW3, UniRef:UniRef90_A0A0K2JIW3
contig_1	cds	574391	574780	+	GCF_964030635_00723		Spiroplasmavirus-related protein	RefSeq:WP_338955147.1, SO:0001217, UniParc:UPI0030D33E21, UniRef:UniRef100_UPI0030D33E21, UniRef:UniRef50_A0A0K2JJC2, UniRef:UniRef90_UPI0030D33E21
contig_1	cds	574911	576122	+	GCF_964030635_00724		plasmid recombination protein	SO:0001217, UniRef:UniRef50_A0A0K2JJB4, UniRef:UniRef90_UPI0030D1CDDD
contig_1	cds	576127	578193	+	GCF_964030635_00725		VirD4-like conjugal transfer protein, CD1115 family	EC:7.4.2.8, KEGG:K03205, RefSeq:WP_338955155.1, SO:0001217, UniParc:UPI0030CBBA79, UniRef:UniRef100_UPI0030CBBA79, UniRef:UniRef50_A0A0K2JJ10, UniRef:UniRef90_UPI00313EF561
contig_1	cds	578575	579996	+	GCF_964030635_00726		Mbov_0401 family ICE element transposase-like protein	SO:0001217, UniRef:UniRef50_A0A0K2JHZ9, UniRef:UniRef90_UPI00313D2D67
contig_1	cds	580180	580398	-	GCF_964030635_00727		helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0030D5314C, UniRef:UniRef90_UPI0030CB6EF0
contig_1	cds	580658	580765	-	GCF_964030635_00728		hypothetical protein	
contig_1	cds	580878	581384	+	GCF_964030635_00729		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2R6Y5Q2
contig_1	cds	582097	582774	-	GCF_964030635_00730		hypothetical protein	PFAM:PF01272.25, PFAM:PF03449.20
contig_1	cds	582883	583155	+	GCF_964030635_00731		IS1 family transposase	SO:0001217, UniRef:UniRef50_A0A2S8NPX2, UniRef:UniRef90_UPI00313D9A92
contig_1	cds	583315	583638	-	GCF_964030635_00732		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0020A03AAA
contig_1	cds	583961	585367	+	GCF_964030635_00733		hypothetical protein	PFAM:PF03272.18
contig_1	cds	585399	585911	+	GCF_964030635_00734		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A2P6FEX0
contig_1	cds	585948	587027	-	GCF_964030635_00735		Adhesin P123	SO:0001217, UniRef:UniRef50_A0A2P6F982
contig_1	cds	587258	587440	-	GCF_964030635_00736		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2K8NYQ1, UniRef:UniRef90_UPI0030CAC077
contig_1	cds	587630	587854	-	GCF_964030635_00737		(pseudo) DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030D2D128, UniRef:UniRef50_UPI00313D07F3, UniRef:UniRef90_UPI0030D142F9
contig_1	cds	588115	588378	-	GCF_964030635_00738		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	588428	588562	-	GCF_964030635_00739		(pseudo) transposase	SO:0001217, UniRef:UniRef50_J8DD51, UniRef:UniRef90_UPI0030D26C5A
contig_1	cds	588733	589017	-	GCF_964030635_00740		(pseudo) ABC transporter permease	SO:0001217, UniRef:UniRef50_UPI001EE2502A, UniRef:UniRef90_UPI000591DF09
contig_1	cds	589035	589391	-	GCF_964030635_00741		hypothetical protein	
contig_1	cds	589526	590911	-	GCF_964030635_00742		DEAD/DEAH box helicase	SO:0001217, UniRef:UniRef50_W0GRD0, UniRef:UniRef90_UPI0030CDAE04
contig_1	cds	591194	591751	-	GCF_964030635_00743		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030CC6F38, UniRef:UniRef90_UPI0030D4CDF8
contig_1	cds	592051	592314	-	GCF_964030635_00744		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	592332	592562	-	GCF_964030635_00745		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2S8NR39
contig_1	cds	592565	593341	-	GCF_964030635_00746		Phage protein	SO:0001217, UniRef:UniRef50_A0AAI9T4X2, UniRef:UniRef90_UPI0030D53007
contig_1	cds	593344	593490	-	GCF_964030635_00747		hypothetical protein	SO:0001217, UniRef:UniRef50_Q14MU4
contig_1	cds	593483	593773	-	GCF_964030635_00748		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FGE5, UniRef:UniRef90_UPI0030D1B4AB
contig_1	cds	593787	593954	-	GCF_964030635_00749		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHY1, UniRef:UniRef90_UPI0030CE4450
contig_1	cds	593964	594182	-	GCF_964030635_00750		Plectrovirus-related protein	SO:0001217, UniRef:UniRef50_Q14MU9
contig_1	cds	594798	595037	-	GCF_964030635_00751		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHV7
contig_1	cds	595257	595610	-	GCF_964030635_00752		hypothetical protein	
contig_1	cds	595665	595796	-	GCF_964030635_00753		(pseudo) Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAX3SYQ4, UniRef:UniRef90_A0AAX3SYQ4
contig_1	cds	596284	596562	+	GCF_964030635_00754		helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0030D5314C
contig_1	cds	597019	597234	+	GCF_964030635_00755		transposase	SO:0001217, UniRef:UniRef50_UPI0035C8E137, UniRef:UniRef90_UPI0035C8E137
contig_1	cds	597247	597504	-	GCF_964030635_00756		Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2S8NUN1
contig_1	cds	597796	598377	+	GCF_964030635_00757	def	peptide deformylase	EC:3.5.1.88, GO:0036211, GO:0042586, KEGG:K01462, SO:0001217, UniRef:UniRef50_Q6MU23, UniRef:UniRef90_UPI0030CD4E1E
contig_1	cds	598631	598837	+	GCF_964030635_00758		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0U8T3
contig_1	cds	599108	599494	+	GCF_964030635_00759		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00313D9097
contig_1	cds	599567	602392	-	GCF_964030635_00760		Putative cation transporting P-type atpase protein	SO:0001217, UniRef:UniRef50_Q6MTV6, UniRef:UniRef90_Q14N79
contig_1	cds	602652	602960	+	GCF_964030635_00761		IS1 family transposase	SO:0001217, UniRef:UniRef50_UPI00313C3864, UniRef:UniRef90_UPI00313C9D2D
contig_1	cds	603225	603611	+	GCF_964030635_00762		(pseudo) transposase	SO:0001217, UniRef:UniRef50_UPI001C0573B8, UniRef:UniRef50_UPI00313D9097, UniRef:UniRef90_UPI00313AB213
contig_1	cds	604050	604313	+	GCF_964030635_00763		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	604574	605170	+	GCF_964030635_00764		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030CC6F38, UniRef:UniRef90_UPI0030D4CDF8
contig_1	cds	605351	605578	-	GCF_964030635_00765		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00313DDF71
contig_1	cds	605758	605949	-	GCF_964030635_00766		hypothetical protein	
contig_1	cds	606031	606297	-	GCF_964030635_00767	rpsO	30S ribosomal protein S15	GO:0003735, GO:0005840, GO:0006412, SO:0001217, UniRef:UniRef50_B1I392, UniRef:UniRef90_UPI0030D2DF8F
contig_1	cds	606389	607282	-	GCF_964030635_00768	ribF	riboflavin biosynthesis protein RibF	EC:2.7.1.26, EC:2.7.7.2, GO:0003919, GO:0005737, GO:0006747, GO:0009398, KEGG:K11753, SO:0001217, UniRef:UniRef50_A0A1J0U112, UniRef:UniRef90_UPI0030CE2E7C
contig_1	cds	607282	608193	-	GCF_964030635_00769	truB	tRNA pseudouridine(55) synthase TruB	EC:5.4.99.25, GO:0001522, GO:0003723, GO:0009451, GO:0009982, KEGG:K03177, SO:0001217, UniRef:UniRef50_Q2SSF2, UniRef:UniRef90_UPI0030CE8B1C
contig_1	cds	608278	609057	+	GCF_964030635_00770		IS1595 family transposase	SO:0001217, UniRef:UniRef50_A0A2S8NQJ4
contig_1	cds	609361	609936	+	GCF_964030635_00771	gmk	guanylate kinase	EC:2.7.4.8, GO:0004385, GO:0006163, SO:0001217, UniRef:UniRef50_A0A9D5NAG9, UniRef:UniRef90_UPI0030D3808A
contig_1	cds	609958	611232	+	GCF_964030635_00772		16S rRNA (cytosine(967)-C(5))-methyltransferase	SO:0001217, UniRef:UniRef50_R4U3D7
contig_1	cds	611315	611506	+	GCF_964030635_00773		hypothetical protein	
contig_1	cds	611686	611913	+	GCF_964030635_00774		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00313DDF71
contig_1	cds	611988	613097	+	GCF_964030635_00775		Integrase core domain protein	SO:0001217, UniRef:UniRef50_A0A0U1MRY4
contig_1	cds	613191	613331	+	GCF_964030635_00776		(pseudo) transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D3635F
contig_1	cds	613535	613876	+	GCF_964030635_00777		integrase core domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0030D1AB8C, UniRef:UniRef90_UPI0030D1AB8C
contig_1	cds	613964	615637	+	GCF_964030635_00778	argS	arginine--tRNA ligase	EC:6.1.1.19, GO:0004814, GO:0005524, GO:0005737, GO:0006420, KEGG:K01887, SO:0001217, UniRef:UniRef50_A0A2K8SFF8, UniRef:UniRef90_UPI0030CB63A0
contig_1	cds	615685	617208	+	GCF_964030635_00779		Transmembrane protein	SO:0001217, UniRef:UniRef50_R4UDC8
contig_1	cds	617472	618230	+	GCF_964030635_00780		DUF3196 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0K2JIZ7, UniRef:UniRef90_UPI0030CA81B3
contig_1	cds	618352	619677	+	GCF_964030635_00781	tig	trigger factor	EC:5.2.1.8, GO:0003755, GO:0005854, GO:0015031, GO:0051082, GO:0051083, SO:0001217, UniRef:UniRef50_R4U3J2, UniRef:UniRef90_UPI0030D0873D
contig_1	cds	619969	622287	+	GCF_964030635_00782	lon	endopeptidase La	EC:3.4.21.53, GO:0004252, GO:0005524, GO:0006508, GO:0016887, SO:0001217, UniRef:UniRef50_Q6MTF4, UniRef:UniRef90_A0A0K2JIC4
contig_1	cds	622518	622727	-	GCF_964030635_00783		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0U8T3
contig_1	cds	622925	623368	-	GCF_964030635_00784		Transposase of is30 family n-terminal truncated protein	SO:0001217, UniRef:UniRef50_Q14KY9
contig_1	cds	623449	623664	-	GCF_964030635_00785		transposase	SO:0001217, UniRef:UniRef50_UPI0035C8E137, UniRef:UniRef90_UPI0035C8E137
contig_1	cds	624121	624399	-	GCF_964030635_00786		helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0030D5314C
contig_1	cds	624479	624871	-	GCF_964030635_00787		hypothetical protein	
contig_1	cds	624843	625424	-	GCF_964030635_00788		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2B2BPJ1
contig_1	cds	625453	626136	-	GCF_964030635_00789		IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI002481DC89, UniRef:UniRef90_UPI0030CFC166
contig_1	cds	626310	626573	-	GCF_964030635_00790		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	626880	627092	+	GCF_964030635_00791		hypothetical protein	
contig_1	cds	627138	628475	-	GCF_964030635_00792	cysS	cysteine--tRNA ligase	EC:6.1.1.16, GO:0004817, GO:0005524, GO:0005737, GO:0006423, KEGG:K01883, SO:0001217, UniRef:UniRef50_R4U5A8, UniRef:UniRef90_UPI0030CF264A
contig_1	cds	628487	630364	-	GCF_964030635_00793	mnmG	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	GO:0002098, GO:0008033, KEGG:K03495, SO:0001217, UniRef:UniRef50_R4UHC5, UniRef:UniRef90_A0A1J0TZK8
